Benchmark,Time,CPU,Iterations,Optimization,Category
BM_SimpleLoop,,0.544333,,-O3,Loops
BM_SimpleLoop,,0.552875,,-O3,Loops
BM_SimpleLoop,,0.546263,,-O3,Loops
BM_SimpleLoop,,0.551094,,-O3,Loops
BM_SimpleLoop,,0.545453,,-O3,Loops
BM_SimpleLoop,,0.806573,,-O3,Loops
BM_SimpleLoop,,0.556867,,-O3,Loops
BM_SimpleLoop,,0.556944,,-O3,Loops
BM_SimpleLoop,,0.692377,,-O3,Loops
BM_SimpleLoop,,0.564932,,-O3,Loops
BM_SimpleLoop,,0.585732,,-O3,Loops
BM_SimpleLoop,,0.548919,,-O3,Loops
BM_SimpleLoop,,0.543648,,-O3,Loops
BM_SimpleLoop,,0.548842,,-O3,Loops
BM_SimpleLoop,,0.561604,,-O3,Loops
BM_SimpleLoop,,0.559862,,-O3,Loops
BM_SimpleLoop,,0.585586,,-O3,Loops
BM_SimpleLoop,,0.555449,,-O3,Loops
BM_SimpleLoop,,0.666396,,-O3,Loops
BM_SimpleLoop,,0.573144,,-O3,Loops
BM_SimpleLoop,,0.551152,,-O3,Loops
BM_SimpleLoop,,0.546536,,-O3,Loops
BM_SimpleLoop,,0.557317,,-O3,Loops
BM_SimpleLoop,,0.546221,,-O3,Loops
BM_SimpleLoop,,0.548296,,-O3,Loops
BM_SimpleLoop,,0.560639,,-O3,Loops
BM_SimpleLoop,,0.585429,,-O3,Loops
BM_SimpleLoop,,0.581909,,-O3,Loops
BM_SimpleLoop,,0.548565,,-O3,Loops
BM_SimpleLoop,,0.605051,,-O3,Loops
BM_SimpleLoop,,0.615,,-O3,Loops
BM_SimpleLoop,,0.571913,,-O3,Loops
BM_SimpleLoop,,0.562877,,-O3,Loops
BM_SimpleLoop,,0.555458,,-O3,Loops
BM_SimpleLoop,,0.570683,,-O3,Loops
BM_SimpleLoop,,0.571158,,-Ofast,Loops
BM_SimpleLoop,,0.57568,,-Ofast,Loops
BM_SimpleLoop,,0.554143,,-Ofast,Loops
BM_SimpleLoop,,0.559933,,-Ofast,Loops
BM_SimpleLoop,,0.557145,,-Ofast,Loops
BM_SimpleLoop,,0.554224,,-Ofast,Loops
BM_SimpleLoop,,0.582624,,-Ofast,Loops
BM_SimpleLoop,,0.577732,,-Ofast,Loops
BM_SimpleLoop,,0.579808,,-Ofast,Loops
BM_SimpleLoop,,0.6504,,-Ofast,Loops
BM_SimpleLoop,,0.591757,,-Ofast,Loops
BM_SimpleLoop,,0.548662,,-Ofast,Loops
BM_SimpleLoop,,0.547269,,-Ofast,Loops
BM_SimpleLoop,,0.588963,,-Ofast,Loops
BM_SimpleLoop,,0.558298,,-Ofast,Loops
BM_SimpleLoop,,0.555674,,-Ofast,Loops
BM_SimpleLoop,,0.553193,,-Ofast,Loops
BM_SimpleLoop,,0.552568,,-Ofast,Loops
BM_SimpleLoop,,0.585322,,-Ofast,Loops
BM_SimpleLoop,,0.547989,,-Ofast,Loops
BM_SimpleLoop,,0.56243,,-Ofast,Loops
BM_SimpleLoop,,0.594987,,-Ofast,Loops
BM_SimpleLoop,,0.551403,,-Ofast,Loops
BM_SimpleLoop,,0.577278,,-Ofast,Loops
BM_SimpleLoop,,0.58402,,-Ofast,Loops
BM_SimpleLoop,,0.557673,,-Ofast,Loops
BM_SimpleLoop,,0.580155,,-Ofast,Loops
BM_SimpleLoop,,0.556732,,-Ofast,Loops
BM_SimpleLoop,,0.557613,,-Ofast,Loops
BM_SimpleLoop,,0.552756,,-Ofast,Loops
BM_SimpleLoop,,0.555083,,-Ofast,Loops
BM_SimpleLoop,,0.553,,-Ofast,Loops
BM_SimpleLoop,,0.559323,,-Ofast,Loops
BM_SimpleLoop,,0.56021,,-Ofast,Loops
BM_SimpleLoop,,0.556361,,-Ofast,Loops
BM_SimpleLoop,,0.551738,,-Ofast,Loops
BM_SimpleLoop,,0.557536,,-Ofast,Loops
BM_SimpleLoop,,0.5525,,-Ofast,Loops
BM_SimpleLoop,,0.579412,,-Ofast,Loops
BM_SimpleLoop,,0.606007,,-Ofast,Loops
BM_SimpleLoop,,0.568448,,-Ofast,Loops
BM_SimpleLoop,,0.56738,,-Ofast,Loops
BM_SimpleLoop,,0.569811,,-Ofast,Loops
BM_SimpleLoop,,0.631488,,-Ofast,Loops
BM_SimpleLoop,,0.672699,,-Ofast,Loops
BM_SimpleLoop,,0.55938,,-Ofast,Loops
BM_SimpleLoop,,0.56044,,-Ofast,Loops
BM_SimpleLoop,,0.56828,,-Ofast,Loops
BM_SimpleLoop,,0.562667,,-Ofast,Loops
BM_SimpleLoop,,0.550545,,-Ofast,Loops
BM_SequentialAccess,,5018.48,,-O0,MemoryAccess
BM_SequentialAccess,,5099.89,,-O0,MemoryAccess
BM_SequentialAccess,,4986.11,,-O0,MemoryAccess
BM_SequentialAccess,,5302.61,,-O0,MemoryAccess
BM_SequentialAccess,,5085.38,,-O0,MemoryAccess
BM_SequentialAccess,,5019.88,,-O0,MemoryAccess
BM_SequentialAccess,,5143.35,,-O0,MemoryAccess
BM_SequentialAccess,,4997.94,,-O0,MemoryAccess
BM_SequentialAccess,,5015.8,,-O0,MemoryAccess
BM_SequentialAccess,,5111.68,,-O0,MemoryAccess
BM_RandomAccess,,49905.8,,-O0,MemoryAccess
BM_RandomAccess,,50114.3,,-O0,MemoryAccess
BM_RandomAccess,,53998.1,,-O0,MemoryAccess
BM_RandomAccess,,51298.5,,-O0,MemoryAccess
BM_RandomAccess,,50347.9,,-O0,MemoryAccess
BM_RandomAccess,,48797.7,,-O0,MemoryAccess
BM_RandomAccess,,48959.1,,-O0,MemoryAccess
BM_RandomAccess,,49298.1,,-O0,MemoryAccess
BM_RandomAccess,,50782.2,,-O0,MemoryAccess
BM_RandomAccess,,51151.0,,-O0,MemoryAccess
BM_SequentialAccess,,5106.05,,-O0,MemoryAccess
BM_SequentialAccess,,5084.09,,-O0,MemoryAccess
BM_SequentialAccess,,5306.31,,-O0,MemoryAccess
BM_SequentialAccess,,5267.14,,-O0,MemoryAccess
